Andrea, 2014, 2, 8, 7, 10, 3, 4
Andrea, 2013, 1, 5, 9, 7, 6, 9
Andrea, 2012, 2, 2, 6, 10, 4, 6
Andrea, 2011, 3, 5, 5, 4, 5, 2
Andrea, 2010, 6, 5, 5, 7, 7, 3
Andrea, 2009, 1, 6, 7, 5, 8, 3
Andrea, 2008, 3, 7, 2, 6, 10, 8
Ivonne, 2017, 4, 3, 6, 3, 1, 7
Ivonne, 2016, 1, 5, 5, 5, 7, 6
Ivonne, 2015, 3, 3, 5, 7, 10, 3
Ivonne, 2014, 4, 5, 5, 4, 2, 4
Elenora, 2017, 8, 4, 6, 7, 5, 4
Owen, 2017, 6, 5, 1, 5, 7, 10
Owen, 2016, 4, 10, 2, 4, 10, 3
Ammie, 2017, 5, 5, 4, 5, 8, 6
Ammie, 2016, 5, 10, 8, 8, 9, 10
Ammie, 2015, 5, 8, 5, 5, 6, 8
Ammie, 2014, 10, 8, 8, 4, 6, 5
Ammie, 2013, 7, 4, 8, 1, 5, 2
Ammie, 2012, 5, 3, 7, 9, 8, 9
Ammie, 2011, 6, 3, 5, 5, 7, 8
Ammie, 2010, 10, 5, 5, 7, 4, 5
Sheree, 2017, 5, 2, 2, 8, 3, 3
Sheree, 2016, 6, 8, 2, 5, 1, 2
Sheree, 2015, 6, 7, 6, 9, 5, 4
Sheree, 2014, 1, 6, 1, 5, 5, 3
Sheree, 2013, 10, 5, 5, 4, 4, 5
Sheree, 2012, 6, 3, 7, 7, 7, 2
Sheree, 2011, 5, 5, 2, 5, 3, 5
Russ, 2017, 5, 8, 3, 5, 6, 5
Russ, 2016, 6, 1, 7, 10, 5, 2
Lupita, 2017, 9, 5, 5, 8, 8, 4
Lupita, 2016, 8, 9, 8, 10, 3, 3
Lupita, 2015, 5, 5, 4, 7, 4, 9
Vernice, 2017, 2, 8, 5, 3, 6, 6
Vernice, 2016, 8, 5, 4, 5, 5, 4
Vernice, 2015, 5, 8, 5, 7, 4, 5
Vernice, 2014, 5, 2, 7, 3, 5, 10
Valentin, 2017, 3, 5, 4, 5, 4, 6
Valentin, 2016, 5, 6, 7, 10, 7, 7
Valentin, 2015, 6, 6, 5, 5, 8, 2
Valentin, 2014, 5, 6, 5, 3, 2, 9
Valentin, 2013, 2, 3, 8, 4, 10, 8
Valentin, 2012, 1, 5, 4, 5, 7, 7
Valentin, 2011, 7, 5, 4, 10, 6, 8
Sherley, 2017, 5, 5, 4, 2, 2, 4
Sherley, 2016, 5, 4, 4, 9, 7, 2
Sherley, 2015, 5, 4, 3, 7, 8, 4
Sherley, 2014, 3, 4, 6, 5, 7, 2
Sherley, 2013, 7, 8, 2, 4, 7, 7
Sherley, 2012, 4, 7, 7, 5, 5, 9
Sherley, 2011, 5, 3, 3, 3, 5, 6
Sherley, 2010, 9, 5, 6, 6, 5, 5
Sherley, 2009, 5, 4, 5, 5, 3, 1
Sherley, 2008, 10, 2, 4, 3, 6, 3
Magaly, 2017, 7, 1, 6, 4, 7, 5
Magaly, 2016, 7, 8, 2, 5, 6, 5
Magaly, 2015, 8, 2, 7, 5, 3, 6
Magaly, 2014, 10, 8, 8, 2, 5, 6
Magaly, 2013, 4, 3, 5, 2, 5, 6
Magaly, 2012, 4, 5, 6, 3, 3, 5
Cristen, 2017, 5, 2, 6, 5, 10, 5
Cristen, 2016, 6, 9, 6, 3, 5, 3
Cristen, 2015, 5, 8, 8, 6, 2, 5
Cristen, 2014, 5, 8, 5, 2, 6, 5
Cristen, 2013, 6, 8, 1, 10, 8, 4
Cristen, 2012, 8, 4, 6, 10, 5, 3
Cristen, 2011, 4, 6, 8, 4, 9, 5
Cristen, 2010, 6, 3, 10, 9, 5, 4
Cristen, 2009, 3, 5, 8, 5, 1, 8
Thurman, 2017, 6, 7, 5, 1, 10, 7
Thurman, 2016, 9, 10, 4, 6, 8, 3
Thurman, 2015, 5, 5, 3, 10, 6, 3
Thurman, 2014, 6, 4, 5, 7, 5, 8
Thurman, 2013, 4, 3, 10, 2, 6, 4
Thurman, 2012, 7, 6, 3, 4, 5, 7
Thurman, 2011, 1, 6, 8, 8, 4, 2
Darrick, 2017, 3, 8, 6, 5, 10, 8
Darrick, 2016, 6, 5, 8, 7, 8, 5
Babette, 2017, 6, 6, 5, 3, 7, 5
Babette, 2016, 4, 4, 5, 3, 9, 8
Babette, 2015, 5, 5, 7, 5, 9, 3
Babette, 2014, 3, 6, 6, 4, 6, 8
Babette, 2013, 4, 5, 9, 7, 7, 8
Babette, 2012, 6, 2, 4, 6, 5, 5
Babette, 2011, 2, 2, 1, 7, 4, 4
Babette, 2010, 6, 8, 4, 5, 5, 9
Nicolas, 2017, 5, 7, 3, 5, 5, 2
Nicolas, 2016, 7, 7, 7, 6, 8, 8
Nicolas, 2015, 2, 6, 9, 9, 7, 8
Nicolas, 2014, 7, 6, 5, 5, 6, 2
Nicolas, 2013, 7, 4, 2, 10, 9, 5
Nicolas, 2012, 5, 10, 3, 8, 5, 4
Nicolas, 2011, 6, 6, 7, 5, 5, 7
Earlie, 2017, 6, 4, 5, 5, 7, 6
Earlie, 2016, 7, 4, 5, 5, 5, 4
Earlie, 2015, 3, 5, 10, 3, 6, 6
Earlie, 2014, 9, 4, 7, 2, 6, 7
Earlie, 2013, 4, 2, 4, 1, 5, 2
Earlie, 2012, 2, 8, 10, 6, 4, 5
Earlie, 2011, 3, 3, 1, 5, 5, 1
Earlie, 2010, 4, 3, 6, 9, 3, 5
Earlie, 2009, 2, 8, 2, 5, 5, 3
Earlie, 2008, 5, 5, 4, 4, 5, 5
Grover, 2017, 3, 7, 2, 4, 10, 6
Grover, 2016, 8, 8, 9, 6, 8, 6
Grover, 2015, 3, 5, 8, 4, 10, 2
Grover, 2014, 4, 5, 6, 6, 1, 6
Carlton, 2017, 4, 7, 6, 3, 8, 5
Carlton, 2016, 1, 5, 3, 6, 3, 4
Carlton, 2015, 6, 8, 6, 5, 7, 4
Marchelle, 2017, 6, 2, 8, 5, 6, 5
Marchelle, 2016, 7, 7, 6, 5, 10, 6
Renetta, 2017, 7, 4, 10, 3, 6, 5
Renetta, 2016, 8, 2, 5, 5, 7, 7
Renetta, 2015, 6, 5, 8, 3, 3, 9
Teresa, 2017, 8, 2, 2, 9, 5, 4
Yi, 2017, 6, 6, 7, 3, 9, 3
Yi, 2016, 6, 6, 5, 6, 2, 5
Yi, 2015, 2, 10, 4, 6, 2, 5
Yi, 2014, 8, 7, 5, 8, 5, 4
Yi, 2013, 5, 5, 4, 3, 7, 8
Yi, 2012, 3, 4, 8, 6, 6, 6
Yi, 2011, 2, 4, 7, 3, 9, 3
Yi, 2010, 8, 5, 5, 6, 2, 5
Yi, 2009, 6, 10, 5, 5, 2, 5
Yi, 2008, 2, 8, 4, 5, 2, 7
Mercedez, 2017, 5, 5, 4, 4, 5, 2
Mercedez, 2016, 7, 5, 1, 2, 4, 2
Mercedez, 2015, 2, 8, 9, 6, 1, 5
Kacy, 2017, 9, 3, 5, 4, 5, 5
Kacy, 2016, 5, 3, 6, 5, 8, 3
Marcella, 2017, 6, 5, 4, 2, 7, 10
Marcella, 2016, 8, 8, 5, 4, 5, 3
Marcella, 2015, 7, 5, 6, 9, 2, 7
Joanie, 2017, 5, 5, 3, 6, 4, 5
Joanie, 2016, 1, 1, 7, 5, 6, 7
Amiee, 2017, 9, 8, 3, 7, 5, 5
Amiee, 2016, 1, 6, 3, 6, 2, 7
Amiee, 2015, 3, 5, 6, 5, 7, 5
Amiee, 2014, 3, 5, 6, 4, 6, 2
Amiee, 2013, 5, 5, 7, 3, 7, 4
Amiee, 2012, 4, 2, 7, 5, 5, 1
Amiee, 2011, 5, 1, 2, 5, 5, 2
Amiee, 2010, 5, 2, 2, 5, 3, 8
Amiee, 2009, 6, 7, 3, 3, 4, 5
Amiee, 2008, 6, 5, 8, 6, 5, 2
Noemi, 2017, 7, 7, 8, 3, 6, 10
Noemi, 2016, 1, 4, 5, 5, 7, 3
Noemi, 2015, 5, 5, 8, 8, 8, 6
Noemi, 2014, 1, 8, 7, 7, 7, 5
Noemi, 2013, 5, 5, 2, 4, 10, 1
Noemi, 2012, 4, 5, 5, 7, 5, 5
Floyd, 2017, 4, 9, 7, 10, 5, 4
Floyd, 2016, 7, 5, 7, 4, 6, 5
Gia, 2017, 4, 5, 6, 8, 6, 5
Gia, 2016, 5, 7, 7, 7, 1, 5
Gia, 2015, 5, 4, 8, 10, 4, 3
Gia, 2014, 3, 5, 2, 5, 5, 2
Gia, 2013, 5, 5, 8, 5, 10, 7
Gia, 2012, 5, 2, 5, 2, 8, 6
Ariel, 2017, 8, 6, 5, 8, 8, 8
Ariel, 2016, 5, 4, 5, 2, 6, 7
Ariel, 2015, 10, 5, 3, 3, 1, 8
Ariel, 2014, 2, 7, 8, 1, 9, 6
Ariel, 2013, 7, 4, 6, 5, 5, 5
Ariel, 2012, 7, 10, 5, 5, 2, 4
Ariel, 2011, 8, 4, 6, 3, 8, 7
Myrna, 2017, 7, 4, 6, 1, 5, 6
Myrna, 2016, 7, 3, 10, 5, 9, 9
Nancie, 2017, 5, 8, 5, 6, 6, 5
Nancie, 2016, 4, 9, 1, 1, 6, 5
Nancie, 2015, 10, 8, 8, 5, 5, 1
Nancie, 2014, 4, 8, 1, 5, 10, 6
Nancie, 2013, 8, 2, 7, 3, 2, 8
Nancie, 2012, 5, 7, 3, 5, 10, 5
Nancie, 2011, 5, 6, 7, 4, 3, 2
Nancie, 2010, 6, 7, 5, 9, 2, 1
Nancie, 2009, 5, 5, 6, 2, 4, 3
Nancie, 2008, 5, 4, 5, 6, 5, 5
Lizette, 2017, 6, 1, 4, 10, 4, 6
Idell, 2017, 9, 10, 1, 8, 4, 5
Idell, 2016, 8, 6, 5, 1, 9, 3
Idell, 2015, 6, 6, 6, 5, 8, 6
Idell, 2014, 4, 5, 6, 10, 3, 7
Idell, 2013, 6, 6, 5, 9, 6, 4
Idell, 2012, 7, 1, 5, 5, 3, 4
Idell, 2011, 8, 8, 6, 4, 1, 6
Jodie, 2017, 8, 4, 5, 5, 2, 5
Brigitte, 2017, 9, 6, 7, 5, 2, 7
Brigitte, 2016, 2, 6, 3, 4, 4, 3
Brigitte, 2015, 4, 7, 6, 5, 5, 1
Kirstie, 2017, 4, 8, 10, 6, 3, 2
Kirstie, 2016, 8, 7, 2, 10, 9, 5
Walker, 2017, 7, 9, 5, 5, 6, 4
Walker, 2016, 10, 8, 1, 6, 7, 4
Walker, 2015, 4, 10, 5, 5, 3, 5
Walker, 2014, 10, 9, 3, 4, 6, 7
Walker, 2013, 6, 1, 8, 5, 8, 5
Walker, 2012, 3, 5, 5, 9, 6, 6
Walker, 2011, 5, 7, 2, 10, 8, 1
Walker, 2010, 6, 4, 2, 9, 2, 4
Walker, 2009, 4, 7, 8, 5, 4, 3
Terrilyn, 2017, 4, 8, 1, 5, 7, 8
Terrilyn, 2016, 5, 8, 5, 6, 2, 5
Terrilyn, 2015, 5, 6, 8, 5, 5, 5
Terrilyn, 2014, 4, 3, 5, 2, 4, 5
Terrilyn, 2013, 8, 6, 5, 5, 9, 3
Anneliese, 2017, 5, 5, 5, 5, 4, 9
Anneliese, 2016, 5, 8, 1, 8, 3, 5
Anneliese, 2015, 9, 9, 10, 5, 6, 8
Anneliese, 2014, 7, 5, 2, 5, 5, 3
Anneliese, 2013, 5, 6, 10, 5, 2, 5
Anneliese, 2012, 3, 7, 5, 7, 3, 6
Bobette, 2017, 3, 3, 5, 3, 3, 1
Clair, 2017, 2, 5, 4, 8, 2, 2
Clair, 2016, 6, 7, 3, 1, 8, 3
Clair, 2015, 2, 8, 5, 6, 1, 4
Clair, 2014, 1, 7, 8, 9, 7, 10
Clair, 2013, 5, 4, 2, 6, 5, 5
Clair, 2012, 4, 3, 5, 6, 5, 5
Dale, 2017, 4, 3, 5, 5, 2, 5
Dale, 2016, 2, 4, 4, 7, 5, 2
Dale, 2015, 5, 8, 7, 5, 3, 5
Orlando, 2017, 4, 3, 6, 3, 10, 8
Lakendra, 2017, 4, 10, 7, 5, 6, 7
Lakendra, 2016, 6, 5, 8, 9, 5, 2
Lakendra, 2015, 4, 10, 6, 9, 5, 6
Lakendra, 2014, 9, 7, 6, 7, 7, 9
Lakendra, 2013, 1, 8, 3, 4, 9, 1
Lakendra, 2012, 8, 4, 9, 6, 5, 7
Lakendra, 2011, 5, 5, 5, 5, 6, 1
Lakendra, 2010, 8, 3, 2, 9, 6, 10
Lakendra, 2009, 5, 8, 5, 8, 9, 5
Lakendra, 2008, 3, 5, 8, 10, 3, 5
Octavio, 2017, 10, 5, 6, 5, 2, 8
Octavio, 2016, 3, 7, 8, 3, 6, 6
Luetta, 2017, 3, 9, 8, 6, 2, 2
Luetta, 2016, 5, 6, 5, 10, 4, 2
Luetta, 2015, 2, 7, 4, 6, 5, 5
Luetta, 2014, 10, 2, 5, 1, 8, 5
Luetta, 2013, 6, 6, 6, 5, 8, 5
Luetta, 2012, 4, 10, 5, 6, 9, 7
Luetta, 2011, 3, 7, 4, 7, 2, 7
Luetta, 2010, 1, 8, 4, 5, 4, 10
Annabelle, 2017, 9, 5, 2, 3, 2, 5
Annabelle, 2016, 2, 5, 4, 2, 5, 5
Annabelle, 2015, 6, 3, 2, 8, 5, 7
Annabelle, 2014, 6, 4, 5, 8, 5, 7
Annabelle, 2013, 5, 4, 2, 4, 2, 2
Annabelle, 2012, 4, 6, 7, 2, 9, 2
Britney, 2017, 5, 2, 6, 8, 5, 5
Britney, 2016, 5, 2, 3, 9, 2, 8
Britney, 2015, 4, 1, 5, 4, 5, 5
Britney, 2014, 5, 10, 2, 2, 7, 2
Britney, 2013, 5, 2, 4, 8, 5, 5
Jerrold, 2017, 5, 5, 9, 3, 10, 1
Jerrold, 2016, 10, 8, 6, 2, 4, 3
Jerrold, 2015, 6, 6, 4, 3, 8, 3
Jerrold, 2014, 5, 2, 9, 6, 9, 6
Jerrold, 2013, 2, 4, 8, 5, 4, 2
Jerrold, 2012, 7, 4, 7, 7, 5, 4
Jerrold, 2011, 8, 10, 5, 5, 5, 5
Jerrold, 2010, 4, 5, 6, 6, 7, 5
Kristofer, 2017, 3, 8, 10, 3, 5, 7
Kristofer, 2016, 8, 10, 4, 6, 6, 4
Kristofer, 2015, 1, 7, 5, 5, 5, 5
Kristofer, 2014, 10, 6, 4, 5, 6, 7
Kristofer, 2013, 3, 5, 3, 6, 5, 5
Rogelio, 2017, 4, 5, 4, 8, 2, 10
Rogelio, 2016, 5, 1, 5, 7, 3, 5
Rogelio, 2015, 9, 2, 5, 8, 6, 8
Rogelio, 2014, 2, 10, 5, 5, 7, 3
Rogelio, 2013, 1, 4, 3, 1, 8, 6
Rogelio, 2012, 1, 5, 5, 5, 3, 8
Rogelio, 2011, 5, 5, 3, 4, 7, 6
Paola, 2017, 6, 6, 2, 5, 5, 4
Paola, 2016, 6, 3, 5, 5, 6, 8
Karyl, 2017, 2, 2, 6, 5, 5, 5
Karyl, 2016, 2, 4, 4, 6, 5, 5
Karyl, 2015, 4, 5, 5, 5, 2, 4
Britteny, 2017, 10, 3, 6, 6, 2, 6
Britteny, 2016, 6, 2, 3, 4, 1, 4
Britteny, 2015, 10, 10, 4, 4, 4, 3
Britteny, 2014, 5, 4, 2, 4, 5, 1
Britteny, 2013, 3, 3, 4, 2, 8, 4
Britteny, 2012, 1, 3, 4, 4, 8, 4
Britteny, 2011, 6, 5, 5, 5, 3, 7
Britteny, 2010, 2, 4, 2, 1, 5, 4
Britteny, 2009, 6, 3, 2, 10, 3, 4
Kina, 2017, 8, 6, 6, 1, 6, 8
Kina, 2016, 3, 5, 9, 5, 8, 4
Kina, 2015, 5, 4, 8, 6, 5, 2
Kina, 2014, 1, 3, 2, 5, 10, 2
Kina, 2013, 6, 6, 6, 5, 1, 6
Kina, 2012, 2, 8, 5, 1, 3, 3
Kina, 2011, 8, 4, 6, 8, 5, 2
Kina, 2010, 1, 5, 5, 5, 8, 6
Elmira, 2017, 5, 10, 4, 8, 5, 4
Elmira, 2016, 5, 8, 3, 7, 6, 3
Elmira, 2015, 8, 2, 3, 7, 4, 5
Elmira, 2014, 3, 6, 5, 8, 8, 6
Elmira, 2013, 9, 8, 7, 2, 5, 6
Rana, 2017, 5, 5, 3, 8, 7, 5
Rana, 2016, 1, 6, 3, 3, 6, 6
Rana, 2015, 5, 9, 4, 5, 7, 4
Rana, 2014, 7, 2, 7, 8, 5, 3
Rana, 2013, 6, 7, 6, 2, 2, 1
Rana, 2012, 6, 5, 9, 5, 5, 6
Rana, 2011, 3, 5, 5, 3, 2, 8
Rana, 2010, 5, 3, 5, 10, 5, 5
Mozell, 2017, 4, 3, 2, 8, 3, 8
Mozell, 2016, 4, 3, 10, 2, 5, 2
Mozell, 2015, 3, 10, 3, 1, 6, 3
Mozell, 2014, 2, 8, 2, 2, 2, 2
Mozell, 2013, 5, 1, 4, 5, 5, 1
Mozell, 2012, 5, 7, 5, 6, 5, 7
Mozell, 2011, 1, 6, 9, 2, 7, 5
Mozell, 2010, 1, 6, 7, 5, 2, 5
Mozell, 2009, 4, 6, 5, 5, 6, 9
Mozell, 2008, 5, 5, 3, 9, 1, 5
Waldo, 2017, 8, 6, 3, 7, 6, 5
Waldo, 2016, 5, 2, 6, 10, 6, 6
Waldo, 2015, 2, 8, 4, 4, 5, 3
Waldo, 2014, 4, 5, 5, 5, 5, 5
Waldo, 2013, 6, 3, 5, 8, 3, 9
Waldo, 2012, 4, 2, 5, 6, 6, 10
Alfreda, 2017, 2, 5, 2, 8, 5, 2
Alfreda, 2016, 5, 10, 5, 6, 8, 6
Alfreda, 2015, 6, 5, 3, 5, 7, 6
Alfreda, 2014, 4, 10, 10, 5, 7, 2
Alfreda, 2013, 5, 5, 4, 6, 7, 3
Alfreda, 2012, 7, 2, 2, 9, 6, 5
Alfreda, 2011, 6, 5, 5, 5, 6, 3
Casimira, 2017, 8, 5, 7, 5, 2, 5
Casimira, 2016, 5, 5, 3, 5, 4, 4
Casimira, 2015, 4, 5, 2, 4, 7, 5
Casimira, 2014, 6, 6, 5, 7, 6, 8
Casimira, 2013, 7, 6, 3, 1, 2, 6
Casimira, 2012, 8, 5, 6, 7, 6, 1
Crystal, 2017, 6, 2, 7, 4, 4, 3
Crystal, 2016, 5, 8, 5, 6, 3, 5
Crystal, 2015, 5, 7, 6, 6, 6, 5
Crystal, 2014, 2, 2, 3, 7, 5, 3
Crystal, 2013, 5, 8, 2, 5, 5, 7
Crystal, 2012, 8, 7, 1, 5, 5, 5
Crystal, 2011, 7, 9, 3, 6, 6, 8
David, 2017, 4, 5, 6, 5, 5, 1
Ceola, 2017, 1, 4, 4, 5, 6, 10
Ceola, 2016, 5, 5, 5, 5, 2, 6
Ceola, 2015, 8, 2, 8, 5, 2, 6
Elane, 2017, 8, 5, 9, 5, 5, 2
Elane, 2016, 2, 2, 8, 8, 6, 3
Elane, 2015, 8, 5, 5, 2, 4, 5
Elane, 2014, 7, 6, 10, 6, 5, 4
Elane, 2013, 5, 5, 4, 3, 5, 5
Elane, 2012, 7, 1, 3, 7, 5, 1
Princess, 2017, 1, 5, 8, 10, 5, 5
Princess, 2016, 2, 3, 2, 4, 5, 6
Princess, 2015, 5, 5, 5, 2, 8, 10
Jaime, 2017, 5, 4, 10, 3, 5, 5
Jaime, 2016, 3, 5, 5, 5, 5, 7
Jaime, 2015, 3, 8, 5, 10, 6, 4
Jaime, 2014, 5, 9, 7, 5, 10, 5
Jaime, 2013, 5, 5, 3, 7, 3, 10
Jaime, 2012, 7, 1, 4, 5, 7, 3
Jaime, 2011, 5, 3, 5, 3, 8, 2
Jaime, 2010, 1, 8, 5, 3, 5, 8
Jaime, 2009, 5, 1, 5, 5, 8, 9
Jaime, 2008, 8, 8, 3, 3, 1, 5
Ernie, 2017, 5, 9, 7, 2, 4, 4
Ernie, 2016, 4, 9, 4, 6, 10, 6
Ernie, 2015, 6, 3, 6, 7, 5, 5
Ernie, 2014, 4, 8, 6, 2, 4, 6
Ernie, 2013, 10, 5, 8, 5, 6, 7
Ernie, 2012, 2, 6, 7, 2, 5, 9
Steve, 2017, 6, 4, 10, 3, 4, 6
Steve, 2016, 3, 2, 8, 5, 2, 1
Steve, 2015, 5, 9, 5, 6, 5, 6
Steve, 2014, 8, 5, 4, 5, 6, 10
Hilde, 2017, 3, 5, 5, 6, 5, 5
Hilde, 2016, 6, 8, 5, 3, 3, 1
Hilde, 2015, 8, 9, 4, 4, 5, 3
Hilde, 2014, 5, 2, 5, 2, 10, 10
Hilde, 2013, 5, 6, 1, 4, 6, 5
Hilde, 2012, 6, 6, 6, 6, 7, 6
June, 2017, 4, 5, 6, 5, 2, 6
June, 2016, 8, 5, 2, 5, 6, 4
June, 2015, 7, 5, 5, 5, 3, 3
June, 2014, 10, 7, 8, 6, 6, 6
June, 2013, 8, 4, 5, 2, 9, 6
June, 2012, 5, 1, 4, 5, 6, 7
Lizzette, 2017, 6, 5, 8, 2, 4, 5
Lizzette, 2016, 8, 9, 4, 2, 4, 5
Lizzette, 2015, 4, 3, 4, 10, 7, 4
Lizzette, 2014, 8, 9, 8, 9, 2, 3
Lizzette, 2013, 3, 3, 5, 5, 10, 2
Lizzette, 2012, 4, 1, 3, 4, 5, 4
Lizzette, 2011, 5, 8, 2, 4, 1, 8
Lizzette, 2010, 5, 4, 4, 5, 6, 6
Lizzette, 2009, 3, 4, 7, 2, 10, 4
Lizzette, 2008, 2, 6, 6, 10, 4, 7
Sherice, 2017, 5, 5, 4, 3, 2, 7
Sherice, 2016, 10, 7, 4, 5, 9, 1
Sherice, 2015, 5, 6, 8, 5, 6, 10
Sherice, 2014, 5, 2, 4, 5, 2, 5
Sherice, 2013, 9, 5, 5, 10, 7, 7
Sherice, 2012, 4, 4, 2, 4, 5, 1
Sherice, 2011, 5, 3, 5, 8, 3, 5
Sherice, 2010, 6, 4, 7, 2, 5, 6
Sherice, 2009, 4, 5, 5, 2, 6, 4
Sherice, 2008, 6, 2, 7, 5, 4, 7
Ali, 2017, 2, 5, 7, 2, 5, 8
Ali, 2016, 1, 5, 5, 3, 6, 7
Ali, 2015, 1, 6, 4, 5, 3, 5
Ali, 2014, 5, 5, 7, 5, 5, 5
Ali, 2013, 5, 3, 7, 3, 3, 3
Ali, 2012, 10, 8, 2, 5, 4, 10
Ali, 2011, 7, 2, 5, 8, 6, 6
Belia, 2017, 9, 1, 4, 5, 8, 2
Belia, 2016, 9, 3, 3, 4, 2, 3
Ivy, 2017, 1, 4, 7, 5, 3, 7
Della, 2017, 3, 7, 8, 7, 4, 9
Della, 2016, 2, 4, 5, 3, 3, 8
Della, 2015, 10, 4, 6, 5, 9, 3
Della, 2014, 4, 7, 4, 6, 5, 6
Della, 2013, 2, 4, 5, 5, 4, 4
Emma, 2017, 7, 5, 5, 5, 8, 4
Emma, 2016, 10, 5, 1, 5, 4, 5
Emma, 2015, 5, 5, 10, 5, 3, 5
Emma, 2014, 2, 1, 8, 4, 4, 9
Emma, 2013, 7, 6, 3, 10, 8, 9
Emma, 2012, 2, 8, 6, 5, 9, 5
Emma, 2011, 5, 3, 8, 4, 5, 7
Bernita, 2017, 7, 2, 6, 2, 4, 8
Bernita, 2016, 2, 1, 6, 7, 5, 8
Bernita, 2015, 10, 4, 4, 1, 1, 8
Bernita, 2014, 1, 4, 5, 5, 4, 3
Bernita, 2013, 5, 10, 5, 5, 4, 4
Bernita, 2012, 8, 9, 8, 2, 6, 3
Bernita, 2011, 4, 3, 5, 5, 8, 5
